month,town,flat_type,addresses,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,searchval,X,Y,lat,long,distanceWithMrt,distanceWithRaffles,distanceWithGdPri
2020-08,CHOA CHU KANG,5 ROOM,686D CHOA CHU KANG CRES,13 TO 15,110,Improved,2002,81 years 03 months,4.00E+05,HDB-CHOA CHU KANG,18544.7192,42885.86093,1.404117446,103.748355,740.3312579,17625.65652,2490.893219
2020-08,CHOA CHU KANG,5 ROOM,685B CHOA CHU KANG CRES,10 TO 12,110,Improved,2002,81 years 01 month,388000,HDB-CHOA CHU KANG,18524.89616,42832.77803,1.403637377,103.7481769,684.712859,17598.06685,2436.630579
2020-08,CHOA CHU KANG,5 ROOM,661 CHOA CHU KANG CRES,01 TO 03,122,Premium Apartment,1999,77 years 08 months,410000,HDB-CHOA CHU KANG,18790.70084,42522.13925,1.400828161,103.7505655,508.012154,17187.64728,2140.223978
2020-08,CHOA CHU KANG,5 ROOM,672A CHOA CHU KANG CRES,04 TO 06,123,Premium Apartment,2000,78 years 06 months,415000,HDB-CHOA CHU KANG,18434.5303,42639.91948,1.401893206,103.747365,485.1662181,17511.1561,2240.485246
2020-08,CHOA CHU KANG,5 ROOM,692A CHOA CHU KANG CRES,07 TO 09,110,Improved,2003,81 years 06 months,380000,HDB-CHOA CHU KANG,18869.25292,42453.69635,1.400209214,103.7512714,523.1974104,17084.16696,2036.15296
2020-08,CHOA CHU KANG,5 ROOM,691A CHOA CHU KANG CRES,13 TO 15,110,Improved,2003,81 years 09 months,410000,HDB-CHOA CHU KANG,18891.55113,42558.58529,1.401157798,103.7514717,606.1622343,17149.83605,2082.485711
2020-08,CHOA CHU KANG,5 ROOM,684D CHOA CHU KANG CRES,10 TO 12,110,Improved,2002,81 years 01 month,355000,HDB-CHOA CHU KANG,18371.67414,42947.87306,1.404678203,103.7468001,798.0162724,17785.92518,2551.076224
2020-08,CHOA CHU KANG,5 ROOM,687D CHOA CHU KANG DR,13 TO 15,110,Improved,2003,81 years 09 months,405000,HDB-CHOA CHU KANG,18903.75591,42838.11978,1.403685808,103.7515813,827.5238323,17357.1097,2260.345216
2020-08,CHOA CHU KANG,5 ROOM,343 CHOA CHU KANG LOOP,01 TO 03,124,Improved,1993,71 years 11 months,470000,HDB-CHOA CHU KANG,18247.63861,40596.97423,1.383417501,103.7456863,261.4263891,16162.33272,256.1503993
2020-08,CHOA CHU KANG,5 ROOM,344 CHOA CHU KANG LOOP,13 TO 15,124,Improved,1993,71 years 10 months,536000,HDB-CHOA CHU KANG,18183.54016,40582.06271,1.383282625,103.7451103,245.7915141,16198.82703,295.4774077
2020-08,CHOA CHU KANG,5 ROOM,751 CHOA CHU KANG NTH 5,01 TO 03,128,Improved,1995,73 years 11 months,410000,HDB-CHOA CHU KANG,18494.79973,41597.48322,1.392465817,103.7479069,567.0618527,16696.93259,1192.995765
2020-08,CHOA CHU KANG,5 ROOM,501 CHOA CHU KANG ST 51,01 TO 03,128,Improved,1995,73 years 06 months,418000,HDB-CHOA CHU KANG,17976.30841,41280.05958,1.389594981,103.743248,487.3735549,16834.10887,980.6747141
2020-08,CHOA CHU KANG,5 ROOM,544 CHOA CHU KANG ST 52,01 TO 03,124,Improved,1995,74 years,425000,HDB-CHOA CHU KANG,18033.58885,41735.89154,1.393717376,103.7437625,587.321588,17117.74313,1387.045354
2020-08,CHOA CHU KANG,5 ROOM,615 CHOA CHU KANG ST 62,04 TO 06,127,Improved,1996,74 years 11 months,425000,HDB-CHOA CHU KANG,18159.06147,42530.00333,1.400899072,103.7448897,467.5482678,17612.64018,2146.486269
2020-08,CHOA CHU KANG,5 ROOM,620 CHOA CHU KANG ST 62,04 TO 06,132,Model A,1996,74 years 11 months,485000,HDB-CHOA CHU KANG,18405.06914,42383.76856,1.399576662,103.7471003,229.7880919,17338.3434,1982.705276
2020-08,CHOA CHU KANG,5 ROOM,607 CHOA CHU KANG ST 62,07 TO 09,135,Model A,1996,74 years 09 months,483000,HDB-CHOA CHU KANG,18080.31895,42321.85025,1.399016586,103.7441822,394.7753304,17511.87914,1951.139482
2020-08,CHOA CHU KANG,5 ROOM,611 CHOA CHU KANG ST 62,07 TO 09,127,Improved,1996,74 years 10 months,440000,HDB-CHOA CHU KANG,18044.66184,42402.06961,1.399742048,103.7438618,464.6033281,17595.29131,2037.044784
2020-08,CHOA CHU KANG,5 ROOM,609 CHOA CHU KANG ST 62,10 TO 12,134,Model A,1996,74 years 09 months,499000,HDB-CHOA CHU KANG,18140.10143,42353.14929,1.399299663,103.7447194,357.6634326,17494.29364,1972.608328
2020-08,CHOA CHU KANG,5 ROOM,614 CHOA CHU KANG ST 62,04 TO 06,131,Model A,1996,74 years 10 months,450000,HDB-CHOA CHU KANG,18062.82748,42548.63061,1.401067497,103.744025,544.1802501,17691.40004,2179.055741
2020-08,CHOA CHU KANG,5 ROOM,642 CHOA CHU KANG ST 64,10 TO 12,123,Premium Apartment,1998,76 years 05 months,580000,HDB-CHOA CHU KANG,18638.83614,42253.23752,1.398396264,103.749201,221.6525935,17084.39165,1863.370247
2020-08,CHOA CHU KANG,5 ROOM,158 JLN TECK WHYE,07 TO 09,121,Improved,1998,76 years 05 months,480000,HDB-CHOA CHU KANG,19502.5938,40218.5484,1.379995549,103.7569631,520.6846831,14998.56816,1094.420949
2020-08,CHOA CHU KANG,5 ROOM,7 TECK WHYE AVE,04 TO 06,132,Model A,1984,62 years 07 months,395000,TECK WHYE HEIGHTS I,19230.88301,40382.08665,1.381474449,103.7545215,827.6248537,15306.67359,805.4525297
2020-08,CHOA CHU KANG,5 ROOM,113 TECK WHYE LANE,01 TO 03,121,Improved,1989,67 years 05 months,370000,HDB-CHOA CHU KANG,18829.55059,39991.20307,1.377939318,103.7509154,1101.559047,15320.69325,586.7962517
2020-08,CHOA CHU KANG,EXECUTIVE,296B CHOA CHU KANG AVE 2,10 TO 12,141,Premium Apartment,1999,77 years 11 months,520000,HDB-CHOA CHU KANG,17782.73642,39870.53848,1.376847726,103.741509,1000.005005,16022.45215,844.8176676
2020-08,CHOA CHU KANG,EXECUTIVE,663 CHOA CHU KANG CRES,07 TO 09,141,Apartment,1999,77 years 10 months,510000,HDB-CHOA CHU KANG,18815.51021,42650.02838,1.401984751,103.7507884,622.1841627,17269.22274,2199.519542
2020-08,CHOA CHU KANG,EXECUTIVE,759 CHOA CHU KANG NTH 5,07 TO 09,146,Maisonette,1995,74 years 01 month,578000,HDB-CHOA CHU KANG,18365.03613,41680.72596,1.393218591,103.7467408,486.1635555,16847.17953,1276.279099
2020-08,CHOA CHU KANG,EXECUTIVE,556 CHOA CHU KANG NTH 6,10 TO 12,146,Apartment,1996,74 years 06 months,555000,HDB-CHOA CHU KANG,18036.56661,41963.09976,1.395772164,103.7437892,447.7136809,17279.72718,1607.012903
2020-08,CHOA CHU KANG,EXECUTIVE,554 CHOA CHU KANG NTH 6,07 TO 09,148,Apartment,1996,74 years 07 months,525000,HDB-CHOA CHU KANG,17961.32125,42011.68623,1.396211536,103.743113,499.8700341,17367.16377,1673.824577
2020-08,CHOA CHU KANG,EXECUTIVE,601 CHOA CHU KANG ST 62,01 TO 03,146,Maisonette,1996,74 years 05 months,590000,HDB-CHOA CHU KANG,18162.60964,42091.52425,1.396933631,103.7449217,284.3735367,17286.42115,1708.816327
2020-08,CHOA CHU KANG,EXECUTIVE,101 TECK WHYE LANE,07 TO 09,142,Apartment,1989,67 years 08 months,558000,HDB-CHOA CHU KANG,19199.52841,39985.69808,1.377889646,103.7542399,821.2537199,15048.74495,885.7256304
2020-08,CLEMENTI,3 ROOM,328 CLEMENTI AVE 2,01 TO 03,67,New Generation,1978,57 years 01 month,293000,HDB-CLEMENTI,20629.28151,32920.13201,1.313991615,103.767089,245.4947366,9968.42135,907.5539398
2020-08,CLEMENTI,3 ROOM,334 CLEMENTI AVE 2,04 TO 06,67,New Generation,1978,56 years 11 months,308000,HDB-CLEMENTI,20778.82647,33052.08955,1.315185027,103.7684327,360.7949238,9873.704559,938.0871148
2020-08,CLEMENTI,3 ROOM,329 CLEMENTI AVE 2,01 TO 03,67,New Generation,1978,57 years,310000,HDB-CLEMENTI,20657.13435,32817.91212,1.313067181,103.7673393,330.4017012,9908.027438,1002.090241
2020-08,CLEMENTI,3 ROOM,427 CLEMENTI AVE 3,04 TO 06,81,New Generation,1978,56 years 10 months,375000,HDB-CLEMENTI,20273.4898,32713.54415,1.312123221,103.7638921,363.2120354,10238.61036,902.1974524
2020-08,CLEMENTI,3 ROOM,428 CLEMENTI AVE 3,04 TO 06,81,New Generation,1978,56 years 09 months,380000,HDB-CLEMENTI,20204.1286,32756.53425,1.312511991,103.7632688,360.3213039,10317.92243,841.3728452
2020-08,CLEMENTI,3 ROOM,433 CLEMENTI AVE 3,01 TO 03,67,New Generation,1978,57 years 05 months,270000,HDB-CLEMENTI,20043.71116,32922.8692,1.314016223,103.7618274,393.9086772,10522.72249,649.6367774
2020-08,CLEMENTI,3 ROOM,449 CLEMENTI AVE 3,01 TO 03,68,New Generation,1980,58 years 10 months,340000,HDB-CLEMENTI,20375.64522,32878.56977,1.313615679,103.76481,172.3543539,10194.05193,789.4666616
2020-08,CLEMENTI,3 ROOM,449 CLEMENTI AVE 3,01 TO 03,68,New Generation,1980,58 years 10 months,350000,HDB-CLEMENTI,20375.64522,32878.56977,1.313615679,103.76481,172.3543539,10194.05193,789.4666616
2020-08,CLEMENTI,3 ROOM,320 CLEMENTI AVE 4,01 TO 03,67,New Generation,1979,57 years 09 months,325000,CLEMENTI MEADOWS,20431.38365,33241.88043,1.316901344,103.7653107,199.1577254,10266.34324,543.874912
2020-08,CLEMENTI,3 ROOM,311A CLEMENTI AVE 4,25 TO 27,60,DBSS,2014,93 years 04 months,538000,TRIVELIS,20451.58738,33486.82815,1.319116568,103.7654922,446.5686901,10338.35688,461.982831
2020-08,CLEMENTI,3 ROOM,305 CLEMENTI AVE 4,04 TO 06,67,New Generation,1979,57 years 07 months,288000,CLEMENTI MEADOWS,20509.6694,33812.41679,1.322061089,103.766014,778.4957698,10413.86962,569.6794725
2020-08,CLEMENTI,3 ROOM,304 CLEMENTI AVE 4,04 TO 06,67,New Generation,1979,57 years 07 months,305000,CLEMENTI MEADOWS,20381.14797,33686.30781,1.320920573,103.7648592,647.1914105,10480.83747,403.0162717
2020-08,CLEMENTI,3 ROOM,304 CLEMENTI AVE 4,04 TO 06,67,New Generation,1979,57 years 07 months,295000,CLEMENTI MEADOWS,20381.14797,33686.30781,1.320920573,103.7648592,647.1914105,10480.83747,403.0162717
2020-08,CLEMENTI,3 ROOM,311B CLEMENTI AVE 4,10 TO 12,60,DBSS,2014,93 years 04 months,510000,TRIVELIS,20469.08881,33523.331,1.319446691,103.7656494,484.7481953,10336.16736,474.4603399
2020-08,CLEMENTI,3 ROOM,320 CLEMENTI AVE 4,04 TO 06,67,New Generation,1979,57 years 08 months,358000,CLEMENTI MEADOWS,20431.38365,33241.88043,1.316901344,103.7653107,199.1577254,10266.34324,543.874912
2020-08,CLEMENTI,3 ROOM,311A CLEMENTI AVE 4,07 TO 09,60,DBSS,2014,93 years 04 months,518000,TRIVELIS,20451.58738,33486.82815,1.319116568,103.7654922,446.5686901,10338.35688,461.982831
2020-08,CLEMENTI,3 ROOM,345 CLEMENTI AVE 5,01 TO 03,67,New Generation,1979,57 years 08 months,270000,HDB-CLEMENTI,20850.50729,33330.49156,1.317702812,103.7690767,519.4828688,9909.55247,886.3181803
2020-08,CLEMENTI,3 ROOM,608 CLEMENTI WEST ST 1,04 TO 06,67,New Generation,1979,58 years 03 months,272500,HDB-CLEMENTI,20567.01857,31853.02895,1.304341103,103.7665298,1208.695777,9721.480076,1816.833859
2020-08,CLEMENTI,3 ROOM,612 CLEMENTI WEST ST 1,01 TO 03,74,Model A,1983,62 years 04 months,260000,HDB-CLEMENTI,20801.12417,31753.62659,1.303442199,103.7686334,1354.827386,9470.563543,1921.158079
2020-08,CLEMENTI,3 ROOM,611 CLEMENTI WEST ST 1,04 TO 06,74,Model A,1983,62 years 02 months,271000,HDB-CLEMENTI,20895.00274,31781.84301,1.303697399,103.7694769,1332.536709,9385.833866,1833.235171
2020-08,CLEMENTI,3 ROOM,729 CLEMENTI WEST ST 2,10 TO 12,68,New Generation,1983,62 years 03 months,271000,HDB-CLEMENTI,20231.99082,31917.85047,1.304927243,103.7635194,1149.399385,10062.49206,1676.320101
2020-08,CLEMENTI,3 ROOM,728 CLEMENTI WEST ST 2,01 TO 03,68,New Generation,1980,59 years 01 month,255000,HDB-CLEMENTI,20266.93333,31948.23822,1.305202068,103.7638334,1113.943478,10035.67856,1651.395763
2020-08,CLEMENTI,3 ROOM,706 CLEMENTI WEST ST 2,04 TO 06,68,New Generation,1980,58 years 11 months,268000,HDB-CLEMENTI,20103.31478,32120.59514,1.30676076,103.7623631,981.9484812,10236.44896,1459.508375
2020-08,CLEMENTI,3 ROOM,508 WEST COAST DR,07 TO 09,67,New Generation,1978,57 years 01 month,250000,WEST COAST VISTA,20036.37293,32662.30091,1.311659735,103.7617615,542.0040238,10449.21182,911.117775
2020-08,CLEMENTI,3 ROOM,506 WEST COAST DR,07 TO 09,67,New Generation,1978,57 years 01 month,280000,WEST COAST VISTA,19936.86884,32757.09239,1.312516969,103.7608674,561.5214697,10572.64319,817.0072709
2020-08,CLEMENTI,3 ROOM,510 WEST COAST DR,01 TO 03,67,New Generation,1978,56 years 05 months,270000,WEST COAST VISTA,19930.02813,32569.7271,1.310822503,103.760806,683.1317308,10523.96682,1005.653437
2020-08,CLEMENTI,3 ROOM,506 WEST COAST DR,07 TO 09,67,New Generation,1978,57 years,266000,WEST COAST VISTA,19936.86884,32757.09239,1.312516969,103.7608674,561.5214697,10572.64319,817.0072709
2020-08,CLEMENTI,3 ROOM,508 WEST COAST DR,01 TO 03,67,New Generation,1978,57 years 01 month,260000,WEST COAST VISTA,20036.37293,32662.30091,1.311659735,103.7617615,542.0040238,10449.21182,911.117775
2020-08,CLEMENTI,3 ROOM,507 WEST COAST DR,04 TO 06,67,New Generation,1978,57 years,250000,WEST COAST VISTA,19929.6048,32708.74035,1.312079689,103.7608021,594.0480726,10565.03624,866.0938993
2020-08,CLEMENTI,3 ROOM,704 WEST COAST RD,07 TO 09,67,New Generation,1980,59 years 02 months,293000,HDB-CLEMENTI,19900.19549,32074.9054,1.306347506,103.760538,1105.008737,10422.22172,1504.69302
2020-08,CLEMENTI,3 ROOM,703 WEST COAST RD,10 TO 12,67,New Generation,1980,59 years 03 months,275000,HDB-CLEMENTI,19910.83099,32119.2961,1.306748962,103.7606336,1060.607439,10422.69117,1459.434049
2020-08,CLEMENTI,4 ROOM,411 C'WEALTH AVE WEST,01 TO 03,97,New Generation,1978,56 years 07 months,4.00E+05,HDB-CLEMENTI,20905.67578,32575.96999,1.310879202,103.7695726,678.3784598,9594.605684,1349.339748
2020-08,CLEMENTI,4 ROOM,410 C'WEALTH AVE WEST,04 TO 06,97,New Generation,1978,56 years 07 months,410000,HDB-CLEMENTI,20918.96285,32638.11612,1.311441232,103.769692,646.7043544,9601.753167,1313.086766
2020-08,CLEMENTI,4 ROOM,421 CLEMENTI AVE 1,22 TO 24,100,Model A,2013,92 years 02 months,745000,CASA CLEMENTI,20770.26239,32379.01577,1.309097987,103.7683559,756.8718725,9663.992016,1423.941675
2020-08,CLEMENTI,4 ROOM,420 CLEMENTI AVE 1,28 TO 30,100,Model A,2013,92 years 02 months,748000,CASA CLEMENTI,20855.72882,32483.78361,1.31004549,103.7691238,714.2471144,9613.595757,1387.839818
2020-08,CLEMENTI,4 ROOM,421 CLEMENTI AVE 1,07 TO 09,91,Model A,2013,92 years 01 month,708000,CASA CLEMENTI,20770.26239,32379.01577,1.309097987,103.7683559,756.8718725,9663.992016,1423.941675
2020-08,CLEMENTI,4 ROOM,421 CLEMENTI AVE 1,19 TO 21,96,Model A,2013,92 years 01 month,750000,CASA CLEMENTI,20770.26239,32379.01577,1.309097987,103.7683559,756.8718725,9663.992016,1423.941675
2020-08,CLEMENTI,4 ROOM,350 CLEMENTI AVE 2,01 TO 03,92,New Generation,1978,57 years 01 month,370000,HDB-CLEMENTI,20974.58554,33100.19857,1.315620153,103.7701917,559.2930994,9708.236907,1084.788747
2020-08,CLEMENTI,4 ROOM,372 CLEMENTI AVE 4,10 TO 12,98,New Generation,1987,65 years 08 months,5.00E+05,HDB-CLEMENTI,20707.03823,33561.15902,1.319788851,103.7677875,595.0006013,10131.66271,710.4393647
2020-08,CLEMENTI,4 ROOM,311B CLEMENTI AVE 4,07 TO 09,80,DBSS,2014,93 years 05 months,715000,TRIVELIS,20469.08881,33523.331,1.319446691,103.7656494,484.7481953,10336.16736,474.4603399
2020-08,CLEMENTI,4 ROOM,311A CLEMENTI AVE 4,19 TO 21,80,DBSS,2014,93 years 04 months,735000,TRIVELIS,20451.58738,33486.82815,1.319116568,103.7654922,446.5686901,10338.35688,461.982831
2020-08,CLEMENTI,4 ROOM,311B CLEMENTI AVE 4,40 TO 42,80,DBSS,2014,93 years 04 months,778000,TRIVELIS,20469.08881,33523.331,1.319446691,103.7656494,484.7481953,10336.16736,474.4603399
2020-08,CLEMENTI,4 ROOM,311C CLEMENTI AVE 4,16 TO 18,80,DBSS,2014,93 years 04 months,723000,TRIVELIS,20460.63538,33596.21146,1.320105793,103.7655735,557.0576394,10372.23446,464.9897811
2020-08,CLEMENTI,4 ROOM,311A CLEMENTI AVE 4,31 TO 33,81,DBSS,2014,93 years 05 months,780000,TRIVELIS,20451.58738,33486.82815,1.319116568,103.7654922,446.5686901,10338.35688,461.982831
2020-08,CLEMENTI,4 ROOM,311A CLEMENTI AVE 4,28 TO 30,80,DBSS,2014,93 years 04 months,773000,TRIVELIS,20451.58738,33486.82815,1.319116568,103.7654922,446.5686901,10338.35688,461.982831
2020-08,CLEMENTI,4 ROOM,311C CLEMENTI AVE 4,19 TO 21,82,DBSS,2014,93 years 04 months,756000,TRIVELIS,20460.63538,33596.21146,1.320105793,103.7655735,557.0576394,10372.23446,464.9897811
2020-08,CLEMENTI,4 ROOM,340 CLEMENTI AVE 5,10 TO 12,98,New Generation,1979,58 years 03 months,460000,HDB-CLEMENTI,20961.19111,33443.93227,1.318728754,103.7700713,675.7563823,9851.566204,972.4359621
2020-08,CLEMENTI,4 ROOM,205 CLEMENTI AVE 6,10 TO 12,91,New Generation,1984,63 years 04 months,440488,HDB-CLEMENTI,20111.3295,33701.72844,1.321059963,103.7624347,729.3220573,10735.45599,178.0521208
2020-08,CLEMENTI,4 ROOM,716 CLEMENTI WEST ST 2,07 TO 09,91,New Generation,1981,60 years 01 month,405000,HDB-CLEMENTI,20152.44998,31639.45681,1.302409531,103.7628048,1439.228637,10078.96128,1946.230439
2020-08,CLEMENTI,4 ROOM,510 WEST COAST DR,10 TO 12,83,New Generation,1978,56 years 06 months,331000,WEST COAST VISTA,19930.02813,32569.7271,1.310822503,103.760806,683.1317308,10523.96682,1005.653437
2020-08,CLEMENTI,5 ROOM,415 C'WEALTH AVE WEST,04 TO 06,137,Improved,1978,57 years,610000,HDB-CLEMENTI,21129.64082,32587.99994,1.310988047,103.7715851,786.2705052,9386.001651,1501.360053
2020-08,CLEMENTI,5 ROOM,425 CLEMENTI AVE 1,22 TO 24,113,Improved,2013,92 years 01 month,880000,CASA CLEMENTI,21078.22941,32437.45083,1.309626523,103.7711231,859.4354972,9387.432991,1569.003202
2020-08,CLEMENTI,5 ROOM,337 CLEMENTI AVE 2,10 TO 12,119,Improved,1978,57 years 03 months,625000,HDB-CLEMENTI,20854.50312,33148.35972,1.316055677,103.7691127,448.7462769,9837.727803,955.5874469
2020-08,CLEMENTI,5 ROOM,311A CLEMENTI AVE 4,22 TO 24,105,DBSS,2014,93 years 04 months,915000,TRIVELIS,20451.58738,33486.82815,1.319116568,103.7654922,446.5686901,10338.35688,461.982831
2020-08,CLEMENTI,5 ROOM,604 CLEMENTI WEST ST 1,19 TO 21,119,Improved,1979,58 years 03 months,610000,HDB-CLEMENTI,20674.25062,31973.18473,1.305427774,103.7674933,1108.521581,9646.541983,1741.271267
2020-08,CLEMENTI,5 ROOM,715 CLEMENTI WEST ST 2,07 TO 09,153,Adjoined flat,1981,60 years 02 months,658000,VISTA 18,20056.6213,31721.73527,1.303153603,103.7619437,1379.857487,10189.86453,1858.117985
2020-08,CLEMENTI,EXECUTIVE,206 CLEMENTI AVE 6,07 TO 09,154,Apartment,1985,63 years 06 months,740000,HDB-CLEMENTI,20088.39485,33750.51429,1.321501158,103.7622287,783.5227661,10775.5836,206.7786324
2020-08,CLEMENTI,EXECUTIVE,206 CLEMENTI AVE 6,04 TO 06,150,Maisonette,1985,63 years 06 months,780888,HDB-CLEMENTI,20088.39485,33750.51429,1.321501158,103.7622287,783.5227661,10775.5836,206.7786324
2020-08,CLEMENTI,EXECUTIVE,206 CLEMENTI AVE 6,04 TO 06,150,Maisonette,1985,63 years 06 months,750000,HDB-CLEMENTI,20088.39485,33750.51429,1.321501158,103.7622287,783.5227661,10775.5836,206.7786324
2020-08,CLEMENTI,EXECUTIVE,111 CLEMENTI ST 13,04 TO 06,147,Maisonette,1985,63 years 05 months,760000,SUNSET WAY RESIDENCE,21078.59738,33940.11215,1.323216054,103.7711261,1117.680878,9952.868136,1145.506262
2020-08,GEYLANG,2 ROOM,63 CIRCUIT RD,04 TO 06,45,Standard,1967,45 years 05 months,193000,HDB-MACPHERSON,33933.4268,34306.82121,1.326532648,103.8866336,299.6263266,6148.864772,1646.27345
2020-08,GEYLANG,2 ROOM,63 CIRCUIT RD,01 TO 03,45,Standard,1967,45 years 06 months,192500,HDB-MACPHERSON,33933.4268,34306.82121,1.326532648,103.8866336,299.6263266,6148.864772,1646.27345
2020-08,GEYLANG,3 ROOM,106 ALJUNIED CRES,04 TO 06,67,New Generation,1979,57 years 06 months,285000,HDB-GEYLANG EAST,33518.0286,33479.96676,1.31905495,103.8829009,291.9178826,5246.638421,1063.20626
2020-08,GEYLANG,3 ROOM,111 ALJUNIED CRES,01 TO 03,67,New Generation,1978,56 years 05 months,270000,HDB-GEYLANG EAST,33667.81368,33628.39735,1.320397276,103.8842468,465.8870782,5457.88778,1123.549924
2020-08,GEYLANG,3 ROOM,99 ALJUNIED CRES,07 TO 09,82,New Generation,1978,56 years 05 months,305000,HDB-GEYLANG EAST,33674.42672,33737.19295,1.321381183,103.8843063,572.4913269,5544.193025,1222.674732
2020-08,GEYLANG,3 ROOM,109 ALJUNIED CRES,01 TO 03,60,Improved,1986,64 years 05 months,280000,HDB-GEYLANG EAST,33689.29883,33517.34103,1.319392918,103.8844399,371.1301701,5389.866192,1012.569952
2020-08,GEYLANG,3 ROOM,111 ALJUNIED CRES,07 TO 09,67,New Generation,1978,56 years 05 months,340000,HDB-GEYLANG EAST,33667.81368,33628.39735,1.320397276,103.8842468,465.8870782,5457.88778,1123.549924
2020-08,GEYLANG,3 ROOM,60 CIRCUIT RD,01 TO 03,56,Standard,1969,47 years 06 months,220000,MACPHERSON GARDEN,33922.20352,34198.44512,1.325552536,103.8865328,314.914363,6057.884686,1618.060476
2020-08,GEYLANG,3 ROOM,62 CIRCUIT RD,07 TO 09,67,Standard,1967,45 years 06 months,262000,HDB-MACPHERSON,33987.2252,34272.50122,1.32622226,103.887117,242.9218644,6156.790684,1598.00253
2020-08,GEYLANG,3 ROOM,18A CIRCUIT RD,13 TO 15,67,Model A,2016,95 years 03 months,472000,MACPHERSON RESIDENCY,34093.46649,34615.12702,1.329320824,103.8880717,378.437917,6490.538027,1475.064574
2020-08,GEYLANG,3 ROOM,45 CIRCUIT RD,01 TO 03,52,Standard,1971,49 years 06 months,2.00E+05,MACPHERSON GARDEN,33871.51582,34290.81369,1.326387894,103.8860773,319.5940068,6097.142263,1709.779867
2020-08,GEYLANG,3 ROOM,36 CIRCUIT RD,07 TO 09,63.1,Standard,1971,49 years 06 months,225000,HDB-MACPHERSON,33966.49097,34582.53288,1.329026079,103.8869308,414.6391558,6385.774407,1600.191274
2020-08,GEYLANG,3 ROOM,35 CIRCUIT RD,13 TO 15,72,Standard,1971,49 years 05 months,250000,HDB-MACPHERSON,33864.05049,34597.22805,1.329158997,103.8860103,398.8559641,6334.717232,1696.464359
2020-08,GEYLANG,3 ROOM,67 CIRCUIT RD,07 TO 09,61,Standard,1969,47 years 06 months,222000,HDB-MACPHERSON,34077.31186,34231.18316,1.325848576,103.8879265,156.349579,6183.785994,1516.546624
2020-08,GEYLANG,3 ROOM,63 CIRCUIT RD,10 TO 12,56,Standard,1967,45 years 05 months,222000,HDB-MACPHERSON,33933.4268,34306.82121,1.326532648,103.8866336,299.6263266,6148.864772,1646.27345
2020-08,GEYLANG,3 ROOM,21 EUNOS CRES,10 TO 12,66,Improved,1982,60 years 05 months,255000,EUNOS CRESCENT VIEW,35786.27286,34140.86198,1.325031355,103.9032824,584.2171618,7361.334682,441.9705109
2020-08,GEYLANG,3 ROOM,31 EUNOS CRES,10 TO 12,60,Model A,2007,85 years 06 months,465000,EUNOS COURT,35625.984,33627.56943,1.320389363,103.901842,168.1218411,6921.333666,901.6583817
2020-08,GEYLANG,3 ROOM,25 EUNOS CRES,04 TO 06,59,Improved,1977,55 years 09 months,231000,HDB-JALAN EUNOS,35685.37326,33960.83879,1.323403316,103.9023757,413.9080516,7170.086888,576.7098608
2020-08,GEYLANG,3 ROOM,21 EUNOS CRES,04 TO 06,66,Improved,1982,60 years 05 months,262000,EUNOS CRESCENT VIEW,35786.27286,34140.86198,1.325031355,103.9032824,584.2171618,7361.334682,441.9705109
2020-08,GEYLANG,3 ROOM,18 EUNOS CRES,04 TO 06,70,Improved,1977,55 years 09 months,290000,HDB-JALAN EUNOS,35906.23262,33998.24169,1.323741518,103.9043603,458.3326658,7368.452895,627.1063419
2020-08,GEYLANG,3 ROOM,4 HAIG RD,04 TO 06,65,Improved,1976,54 years 11 months,3.00E+05,HAIG VIEW,35107.95902,32711.09744,1.312101244,103.8971871,792.938852,5977.199126,1005.154508
2020-08,GEYLANG,3 ROOM,3 HAIG RD,10 TO 12,76,Improved,1976,55 years,338000,HAIG VIEW,35129.37162,32667.01684,1.31170259,103.8973795,839.9426506,5972.349257,1022.643085
2020-08,GEYLANG,3 ROOM,4 JOO CHIAT RD,13 TO 15,74,Model A,1985,64 years 04 months,370000,HDB-GEYLANG,35303.07189,33076.7016,1.315407591,103.8989404,681.7257121,6339.913478,1286.339549
2020-08,GEYLANG,3 ROOM,4 JOO CHIAT RD,07 TO 09,74,Model A,1985,64 years 04 months,4.00E+05,HDB-GEYLANG,35303.07189,33076.7016,1.315407591,103.8989404,681.7257121,6339.913478,1286.339549
2020-08,GEYLANG,3 ROOM,10 PINE CL,04 TO 06,68,New Generation,1981,59 years 11 months,405000,HDB-GUILLEMARD,33444.77723,32384.99124,1.309152394,103.8822425,329.9812821,4428.917233,699.0477612
2020-08,GEYLANG,3 ROOM,41 SIMS DR,13 TO 15,66,Improved,1981,59 years 07 months,312500,SIMS VISTA,32700.0887,33236.72885,1.316855329,103.8755513,660.3732842,4540.702563,1546.914743
2020-08,GEYLANG,3 ROOM,41 SIMS DR,04 TO 06,76,Improved,1981,59 years 07 months,270000,SIMS VISTA,32700.0887,33236.72885,1.316855329,103.8755513,660.3732842,4540.702563,1546.914743
2020-08,GEYLANG,3 ROOM,52 SIMS PL,04 TO 06,65,Improved,1977,55 years 07 months,288000,SIMS VISTA,33238.65154,33215.74236,1.316665447,103.8803905,281.1475497,4862.209625,1067.269987
